ship_week,arrival_week,origin,destination,product,qty,base_lead_time_weeks,ship_week_start
63,64,Factory2,DC_E,Product4,96,1,2026-03-23
63,65,Factory1,DC_E,Product5,45,2,2026-03-23
64,66,Factory1,DC_W,Product1,59,2,2026-03-30
64,65,Factory1,DC_W,Product2,1246,1,2026-03-30
64,66,Factory1,DC_W,Product3,479,2,2026-03-30
64,67,Factory2,DC_W,Product4,141,3,2026-03-30
64,67,Factory1,DC_W,Product5,608,3,2026-03-30
64,66,Factory1,DC_C,Product1,54,2,2026-03-30
64,65,Factory1,DC_C,Product2,153,1,2026-03-30
64,67,Factory1,DC_C,Product3,113,3,2026-03-30
64,67,Factory2,DC_C,Product4,111,3,2026-03-30
64,67,Factory1,DC_C,Product5,137,3,2026-03-30
64,65,Factory1,DC_E,Product1,101,1,2026-03-30
64,66,Factory1,DC_E,Product2,222,2,2026-03-30
64,65,Factory1,DC_E,Product3,35,1,2026-03-30
64,65,Factory2,DC_E,Product4,136,1,2026-03-30
64,66,Factory1,DC_E,Product5,129,2,2026-03-30
65,67,Factory1,DC_W,Product1,187,2,2026-04-06
65,66,Factory1,DC_W,Product2,1246,1,2026-04-06
65,67,Factory1,DC_W,Product3,144,2,2026-04-06
65,68,Factory2,DC_W,Product4,204,3,2026-04-06
65,68,Factory1,DC_W,Product5,715,3,2026-04-06
65,67,Factory1,DC_C,Product1,131,2,2026-04-06
65,66,Factory1,DC_C,Product2,176,1,2026-04-06
65,68,Factory1,DC_C,Product3,71,3,2026-04-06
65,68,Factory2,DC_C,Product4,74,3,2026-04-06
65,68,Factory1,DC_C,Product5,114,3,2026-04-06
65,66,Factory1,DC_E,Product1,118,1,2026-04-06
65,67,Factory1,DC_E,Product2,221,2,2026-04-06
65,66,Factory1,DC_E,Product3,133,1,2026-04-06
65,66,Factory2,DC_E,Product4,166,1,2026-04-06
65,67,Factory1,DC_E,Product5,121,2,2026-04-06
66,68,Factory1,DC_W,Product1,256,2,2026-04-13
66,67,Factory1,DC_W,Product2,1246,1,2026-04-13
66,68,Factory1,DC_W,Product3,169,2,2026-04-13
66,69,Factory2,DC_W,Product4,210,3,2026-04-13
66,69,Factory1,DC_W,Product5,657,3,2026-04-13
66,68,Factory1,DC_C,Product1,202,2,2026-04-13
66,67,Factory1,DC_C,Product2,200,1,2026-04-13
66,69,Factory1,DC_C,Product3,87,3,2026-04-13
66,69,Factory2,DC_C,Product4,92,3,2026-04-13
66,69,Factory1,DC_C,Product5,97,3,2026-04-13
66,67,Factory1,DC_E,Product1,188,1,2026-04-13
66,68,Factory1,DC_E,Product2,148,2,2026-04-13
66,67,Factory1,DC_E,Product3,68,1,2026-04-13
66,67,Factory2,DC_E,Product4,100,1,2026-04-13
66,68,Factory1,DC_E,Product5,60,2,2026-04-13
67,69,Factory1,DC_W,Product1,198,2,2026-04-20
67,68,Factory1,DC_W,Product2,1246,1,2026-04-20
67,69,Factory1,DC_W,Product3,198,2,2026-04-20
67,70,Factory2,DC_W,Product4,154,3,2026-04-20
67,70,Factory1,DC_W,Product5,760,3,2026-04-20
67,69,Factory1,DC_C,Product1,81,2,2026-04-20
67,68,Factory1,DC_C,Product2,267,1,2026-04-20
67,70,Factory1,DC_C,Product3,162,3,2026-04-20
67,70,Factory2,DC_C,Product4,92,3,2026-04-20
67,70,Factory1,DC_C,Product5,122,3,2026-04-20
67,68,Factory1,DC_E,Product1,115,1,2026-04-20
67,69,Factory1,DC_E,Product2,155,2,2026-04-20
67,68,Factory1,DC_E,Product3,42,1,2026-04-20
67,68,Factory2,DC_E,Product4,53,1,2026-04-20
67,69,Factory1,DC_E,Product5,79,2,2026-04-20
68,70,Factory1,DC_W,Product1,160,2,2026-04-27
68,69,Factory1,DC_W,Product2,1246,1,2026-04-27
68,70,Factory1,DC_W,Product3,162,2,2026-04-27
68,71,Factory2,DC_W,Product4,142,3,2026-04-27
68,71,Factory1,DC_W,Product5,569,3,2026-04-27
68,70,Factory1,DC_C,Product1,151,2,2026-04-27
68,69,Factory1,DC_C,Product2,460,1,2026-04-27
68,71,Factory1,DC_C,Product3,95,3,2026-04-27
68,71,Factory2,DC_C,Product4,51,3,2026-04-27
68,71,Factory1,DC_C,Product5,151,3,2026-04-27
68,69,Factory1,DC_E,Product1,121,1,2026-04-27
68,70,Factory1,DC_E,Product2,156,2,2026-04-27
68,69,Factory1,DC_E,Product3,130,1,2026-04-27
68,69,Factory2,DC_E,Product4,169,1,2026-04-27
68,70,Factory1,DC_E,Product5,98,2,2026-04-27
69,71,Factory1,DC_W,Product1,48,2,2026-05-04
69,70,Factory1,DC_W,Product2,1246,1,2026-05-04
69,71,Factory1,DC_W,Product3,177,2,2026-05-04
69,72,Factory2,DC_W,Product4,305,3,2026-05-04
69,72,Factory1,DC_W,Product5,778,3,2026-05-04
69,71,Factory1,DC_C,Product1,69,2,2026-05-04
69,70,Factory1,DC_C,Product2,545,1,2026-05-04
69,72,Factory1,DC_C,Product3,180,3,2026-05-04
69,72,Factory2,DC_C,Product4,118,3,2026-05-04
69,72,Factory1,DC_C,Product5,94,3,2026-05-04
69,70,Factory1,DC_E,Product1,196,1,2026-05-04
69,71,Factory1,DC_E,Product2,75,2,2026-05-04
69,70,Factory1,DC_E,Product3,64,1,2026-05-04
69,70,Factory2,DC_E,Product4,180,1,2026-05-04
69,71,Factory1,DC_E,Product5,219,2,2026-05-04
70,72,Factory1,DC_W,Product1,80,2,2026-05-11
70,71,Factory1,DC_W,Product2,1246,1,2026-05-11
70,72,Factory1,DC_W,Product3,84,2,2026-05-11
70,73,Factory2,DC_W,Product4,422,3,2026-05-11
70,73,Factory1,DC_W,Product5,695,3,2026-05-11
70,72,Factory1,DC_C,Product1,93,2,2026-05-11
70,71,Factory1,DC_C,Product2,424,1,2026-05-11
70,73,Factory1,DC_C,Product3,151,3,2026-05-11
70,73,Factory2,DC_C,Product4,136,3,2026-05-11
70,73,Factory1,DC_C,Product5,142,3,2026-05-11
70,71,Factory1,DC_E,Product1,89,1,2026-05-11
70,72,Factory1,DC_E,Product2,90,2,2026-05-11
70,71,Factory1,DC_E,Product3,69,1,2026-05-11
70,71,Factory2,DC_E,Product4,76,1,2026-05-11
70,72,Factory1,DC_E,Product5,175,2,2026-05-11
71,73,Factory1,DC_W,Product1,75,2,2026-05-18
71,72,Factory1,DC_W,Product2,1246,1,2026-05-18
71,73,Factory1,DC_W,Product3,226,2,2026-05-18
71,74,Factory2,DC_W,Product4,415,3,2026-05-18
71,74,Factory1,DC_W,Product5,727,3,2026-05-18
71,73,Factory1,DC_C,Product1,46,2,2026-05-18
71,72,Factory1,DC_C,Product2,260,1,2026-05-18
71,74,Factory1,DC_C,Product3,148,3,2026-05-18
71,74,Factory2,DC_C,Product4,127,3,2026-05-18
71,74,Factory1,DC_C,Product5,72,3,2026-05-18
71,72,Factory1,DC_E,Product1,154,1,2026-05-18
71,73,Factory1,DC_E,Product2,259,2,2026-05-18
71,72,Factory1,DC_E,Product3,53,1,2026-05-18
71,72,Factory2,DC_E,Product4,72,1,2026-05-18
71,73,Factory1,DC_E,Product5,146,2,2026-05-18
72,74,Factory1,DC_W,Product1,65,2,2026-05-25
72,73,Factory1,DC_W,Product2,1246,1,2026-05-25
72,74,Factory1,DC_W,Product3,290,2,2026-05-25
72,75,Factory2,DC_W,Product4,432,3,2026-05-25
72,75,Factory1,DC_W,Product5,889,3,2026-05-25
72,74,Factory1,DC_C,Product1,87,2,2026-05-25
72,73,Factory1,DC_C,Product2,385,1,2026-05-25
72,75,Factory1,DC_C,Product3,92,3,2026-05-25
72,75,Factory2,DC_C,Product4,31,3,2026-05-25
72,75,Factory1,DC_C,Product5,73,3,2026-05-25
72,73,Factory1,DC_E,Product1,109,1,2026-05-25
72,74,Factory1,DC_E,Product2,174,2,2026-05-25
72,73,Factory1,DC_E,Product3,192,1,2026-05-25
72,73,Factory2,DC_E,Product4,56,1,2026-05-25
72,74,Factory1,DC_E,Product5,191,2,2026-05-25
73,75,Factory1,DC_W,Product1,93,2,2026-06-01
73,74,Factory1,DC_W,Product2,1246,1,2026-06-01
73,75,Factory1,DC_W,Product3,320,2,2026-06-01
73,76,Factory2,DC_W,Product4,351,3,2026-06-01
73,76,Factory1,DC_W,Product5,1021,3,2026-06-01
73,75,Factory1,DC_C,Product1,42,2,2026-06-01
73,74,Factory1,DC_C,Product2,482,1,2026-06-01
73,76,Factory1,DC_C,Product3,61,3,2026-06-01
73,76,Factory2,DC_C,Product4,110,3,2026-06-01
73,76,Factory1,DC_C,Product5,167,3,2026-06-01
73,74,Factory1,DC_E,Product1,129,1,2026-06-01
73,75,Factory1,DC_E,Product2,149,2,2026-06-01
73,74,Factory1,DC_E,Product3,55,1,2026-06-01
73,74,Factory2,DC_E,Product4,125,1,2026-06-01
73,75,Factory1,DC_E,Product5,94,2,2026-06-01
74,76,Factory1,DC_W,Product1,102,2,2026-06-08
74,75,Factory1,DC_W,Product2,1246,1,2026-06-08
74,76,Factory1,DC_W,Product3,423,2,2026-06-08
74,77,Factory2,DC_W,Product4,290,3,2026-06-08
74,77,Factory1,DC_W,Product5,1021,3,2026-06-08
74,76,Factory1,DC_C,Product1,97,2,2026-06-08
74,75,Factory1,DC_C,Product2,357,1,2026-06-08
74,77,Factory1,DC_C,Product3,83,3,2026-06-08
74,77,Factory2,DC_C,Product4,74,3,2026-06-08
74,77,Factory1,DC_C,Product5,141,3,2026-06-08
74,75,Factory1,DC_E,Product1,88,1,2026-06-08
74,76,Factory1,DC_E,Product2,95,2,2026-06-08
74,75,Factory1,DC_E,Product3,45,1,2026-06-08
74,75,Factory2,DC_E,Product4,122,1,2026-06-08
74,76,Factory1,DC_E,Product5,50,2,2026-06-08
75,77,Factory1,DC_W,Product1,73,2,2026-06-15
75,76,Factory1,DC_W,Product2,1246,1,2026-06-15
75,77,Factory1,DC_W,Product3,179,2,2026-06-15
75,78,Factory2,DC_W,Product4,92,3,2026-06-15
75,78,Factory1,DC_W,Product5,1021,3,2026-06-15
75,77,Factory1,DC_C,Product1,117,2,2026-06-15
75,76,Factory1,DC_C,Product2,284,1,2026-06-15
75,78,Factory1,DC_C,Product3,68,3,2026-06-15
75,78,Factory2,DC_C,Product4,82,3,2026-06-15
75,78,Factory1,DC_C,Product5,78,3,2026-06-15
75,76,Factory1,DC_E,Product1,166,1,2026-06-15
75,77,Factory1,DC_E,Product2,94,2,2026-06-15
75,76,Factory1,DC_E,Product3,173,1,2026-06-15
75,76,Factory2,DC_E,Product4,151,1,2026-06-15
75,77,Factory1,DC_E,Product5,94,2,2026-06-15
76,78,Factory1,DC_W,Product1,153,2,2026-06-22
76,77,Factory1,DC_W,Product2,1246,1,2026-06-22
76,78,Factory1,DC_W,Product3,103,2,2026-06-22
76,79,Factory2,DC_W,Product4,95,3,2026-06-22
76,79,Factory1,DC_W,Product5,1021,3,2026-06-22
76,78,Factory1,DC_C,Product1,91,2,2026-06-22
76,77,Factory1,DC_C,Product2,261,1,2026-06-22
76,79,Factory1,DC_C,Product3,46,3,2026-06-22
76,79,Factory2,DC_C,Product4,131,3,2026-06-22
76,79,Factory1,DC_C,Product5,201,3,2026-06-22
76,77,Factory1,DC_E,Product1,31,1,2026-06-22
76,78,Factory1,DC_E,Product2,222,2,2026-06-22
76,77,Factory1,DC_E,Product3,104,1,2026-06-22
76,77,Factory2,DC_E,Product4,65,1,2026-06-22
76,78,Factory1,DC_E,Product5,79,2,2026-06-22
77,79,Factory1,DC_W,Product1,60,2,2026-06-29
77,78,Factory1,DC_W,Product2,1246,1,2026-06-29
77,79,Factory1,DC_W,Product3,163,2,2026-06-29
77,80,Factory2,DC_W,Product4,113,3,2026-06-29
77,80,Factory1,DC_W,Product5,1021,3,2026-06-29
77,79,Factory1,DC_C,Product1,30,2,2026-06-29
77,78,Factory1,DC_C,Product2,103,1,2026-06-29
77,80,Factory1,DC_C,Product3,123,3,2026-06-29
77,80,Factory2,DC_C,Product4,143,3,2026-06-29
77,80,Factory1,DC_C,Product5,108,3,2026-06-29
77,78,Factory1,DC_E,Product1,73,1,2026-06-29
77,79,Factory1,DC_E,Product2,152,2,2026-06-29
77,78,Factory1,DC_E,Product3,81,1,2026-06-29
77,78,Factory2,DC_E,Product4,56,1,2026-06-29
77,79,Factory1,DC_E,Product5,165,2,2026-06-29
78,80,Factory1,DC_W,Product1,119,2,2026-07-06
78,79,Factory1,DC_W,Product2,1246,1,2026-07-06
78,80,Factory1,DC_W,Product3,106,2,2026-07-06
78,81,Factory2,DC_W,Product4,200,3,2026-07-06
78,81,Factory1,DC_W,Product5,1021,3,2026-07-06
78,80,Factory1,DC_C,Product1,91,2,2026-07-06
78,79,Factory1,DC_C,Product2,240,1,2026-07-06
78,81,Factory1,DC_C,Product3,130,3,2026-07-06
78,81,Factory2,DC_C,Product4,109,3,2026-07-06
78,81,Factory1,DC_C,Product5,193,3,2026-07-06
78,79,Factory1,DC_E,Product1,79,1,2026-07-06
78,80,Factory1,DC_E,Product2,82,2,2026-07-06
78,79,Factory1,DC_E,Product3,26,1,2026-07-06
78,79,Factory2,DC_E,Product4,60,1,2026-07-06
78,80,Factory1,DC_E,Product5,256,2,2026-07-06
79,81,Factory1,DC_W,Product1,86,2,2026-07-13
79,80,Factory1,DC_W,Product2,1246,1,2026-07-13
79,81,Factory1,DC_W,Product3,137,2,2026-07-13
79,82,Factory2,DC_W,Product4,164,3,2026-07-13
79,82,Factory1,DC_W,Product5,1021,3,2026-07-13
79,81,Factory1,DC_C,Product1,76,2,2026-07-13
79,80,Factory1,DC_C,Product2,182,1,2026-07-13
79,82,Factory1,DC_C,Product3,90,3,2026-07-13
79,82,Factory2,DC_C,Product4,98,3,2026-07-13
79,82,Factory1,DC_C,Product5,304,3,2026-07-13
79,80,Factory1,DC_E,Product1,47,1,2026-07-13
79,81,Factory1,DC_E,Product2,243,2,2026-07-13
79,80,Factory1,DC_E,Product3,138,1,2026-07-13
79,80,Factory2,DC_E,Product4,79,1,2026-07-13
79,81,Factory1,DC_E,Product5,204,2,2026-07-13
80,82,Factory1,DC_W,Product1,94,2,2026-07-20
80,81,Factory1,DC_W,Product2,1246,1,2026-07-20
80,82,Factory1,DC_W,Product3,107,2,2026-07-20
80,83,Factory2,DC_W,Product4,261,3,2026-07-20
80,83,Factory1,DC_W,Product5,1021,3,2026-07-20
80,82,Factory1,DC_C,Product1,61,2,2026-07-20
80,81,Factory1,DC_C,Product2,177,1,2026-07-20
80,83,Factory1,DC_C,Product3,80,3,2026-07-20
80,83,Factory2,DC_C,Product4,82,3,2026-07-20
80,83,Factory1,DC_C,Product5,314,3,2026-07-20
80,81,Factory1,DC_E,Product1,78,1,2026-07-20
80,82,Factory1,DC_E,Product2,132,2,2026-07-20
80,81,Factory1,DC_E,Product3,106,1,2026-07-20
80,81,Factory2,DC_E,Product4,85,1,2026-07-20
80,82,Factory1,DC_E,Product5,62,2,2026-07-20
81,83,Factory1,DC_W,Product1,59,2,2026-07-27
81,82,Factory1,DC_W,Product2,1246,1,2026-07-27
81,83,Factory1,DC_W,Product3,123,2,2026-07-27
81,84,Factory2,DC_W,Product4,37,3,2026-07-27
81,84,Factory1,DC_W,Product5,1021,3,2026-07-27
81,83,Factory1,DC_C,Product1,68,2,2026-07-27
81,82,Factory1,DC_C,Product2,174,1,2026-07-27
81,84,Factory1,DC_C,Product3,124,3,2026-07-27
81,84,Factory2,DC_C,Product4,120,3,2026-07-27
81,84,Factory1,DC_C,Product5,59,3,2026-07-27
81,82,Factory1,DC_E,Product1,99,1,2026-07-27
81,83,Factory1,DC_E,Product2,152,2,2026-07-27
81,82,Factory1,DC_E,Product3,39,1,2026-07-27
81,82,Factory2,DC_E,Product4,108,1,2026-07-27
81,83,Factory1,DC_E,Product5,106,2,2026-07-27
82,84,Factory1,DC_W,Product1,79,2,2026-08-03
82,83,Factory1,DC_W,Product2,1246,1,2026-08-03
82,84,Factory1,DC_W,Product3,227,2,2026-08-03
82,85,Factory2,DC_W,Product4,59,3,2026-08-03
82,85,Factory1,DC_W,Product5,1021,3,2026-08-03
82,84,Factory1,DC_C,Product1,70,2,2026-08-03
82,83,Factory1,DC_C,Product2,123,1,2026-08-03
82,85,Factory1,DC_C,Product3,36,3,2026-08-03
82,85,Factory2,DC_C,Product4,87,3,2026-08-03
82,85,Factory1,DC_C,Product5,52,3,2026-08-03
82,83,Factory1,DC_E,Product1,32,1,2026-08-03
82,84,Factory1,DC_E,Product2,331,2,2026-08-03
82,83,Factory1,DC_E,Product3,137,1,2026-08-03
82,83,Factory2,DC_E,Product4,73,1,2026-08-03
82,84,Factory1,DC_E,Product5,198,2,2026-08-03
83,85,Factory1,DC_W,Product1,41,2,2026-08-10
83,84,Factory1,DC_W,Product2,1246,1,2026-08-10
83,85,Factory1,DC_W,Product3,145,2,2026-08-10
83,86,Factory2,DC_W,Product4,76,3,2026-08-10
83,86,Factory1,DC_W,Product5,1021,3,2026-08-10
83,85,Factory1,DC_C,Product1,52,2,2026-08-10
83,84,Factory1,DC_C,Product2,173,1,2026-08-10
83,86,Factory1,DC_C,Product3,64,3,2026-08-10
83,86,Factory2,DC_C,Product4,158,3,2026-08-10
83,86,Factory1,DC_C,Product5,59,3,2026-08-10
83,84,Factory1,DC_E,Product1,144,1,2026-08-10
83,85,Factory1,DC_E,Product2,195,2,2026-08-10
83,84,Factory1,DC_E,Product3,65,1,2026-08-10
83,84,Factory2,DC_E,Product4,39,1,2026-08-10
83,85,Factory1,DC_E,Product5,96,2,2026-08-10
84,86,Factory1,DC_W,Product1,74,2,2026-08-17
84,85,Factory1,DC_W,Product2,1246,1,2026-08-17
84,86,Factory1,DC_W,Product3,222,2,2026-08-17
84,87,Factory2,DC_W,Product4,162,3,2026-08-17
84,87,Factory1,DC_W,Product5,916,3,2026-08-17
84,86,Factory1,DC_C,Product1,79,2,2026-08-17
84,85,Factory1,DC_C,Product2,132,1,2026-08-17
84,87,Factory1,DC_C,Product3,64,3,2026-08-17
84,87,Factory2,DC_C,Product4,80,3,2026-08-17
84,87,Factory1,DC_C,Product5,147,3,2026-08-17
84,85,Factory1,DC_E,Product1,42,1,2026-08-17
84,86,Factory1,DC_E,Product2,192,2,2026-08-17
84,85,Factory1,DC_E,Product3,63,1,2026-08-17
84,85,Factory2,DC_E,Product4,36,1,2026-08-17
84,86,Factory1,DC_E,Product5,62,2,2026-08-17
85,87,Factory1,DC_W,Product1,43,2,2026-08-24
85,86,Factory1,DC_W,Product2,1246,1,2026-08-24
85,87,Factory1,DC_W,Product3,97,2,2026-08-24
85,88,Factory2,DC_W,Product4,84,3,2026-08-24
85,88,Factory1,DC_W,Product5,821,3,2026-08-24
85,87,Factory1,DC_C,Product1,42,2,2026-08-24
85,86,Factory1,DC_C,Product2,127,1,2026-08-24
85,88,Factory1,DC_C,Product3,97,3,2026-08-24
85,88,Factory2,DC_C,Product4,200,3,2026-08-24
85,88,Factory1,DC_C,Product5,138,3,2026-08-24
85,86,Factory1,DC_E,Product1,54,1,2026-08-24
85,87,Factory1,DC_E,Product2,132,2,2026-08-24
85,86,Factory1,DC_E,Product3,75,1,2026-08-24
85,86,Factory2,DC_E,Product4,99,1,2026-08-24
85,87,Factory1,DC_E,Product5,59,2,2026-08-24
86,88,Factory1,DC_W,Product1,46,2,2026-08-31
86,87,Factory1,DC_W,Product2,1246,1,2026-08-31
86,88,Factory1,DC_W,Product3,81,2,2026-08-31
86,89,Factory2,DC_W,Product4,128,3,2026-08-31
86,89,Factory1,DC_W,Product5,902,3,2026-08-31
86,88,Factory1,DC_C,Product1,50,2,2026-08-31
86,87,Factory1,DC_C,Product2,81,1,2026-08-31
86,89,Factory1,DC_C,Product3,26,3,2026-08-31
86,89,Factory2,DC_C,Product4,135,3,2026-08-31
86,89,Factory1,DC_C,Product5,181,3,2026-08-31
86,87,Factory1,DC_E,Product1,134,1,2026-08-31
86,88,Factory1,DC_E,Product2,172,2,2026-08-31
86,87,Factory1,DC_E,Product3,43,1,2026-08-31
86,87,Factory2,DC_E,Product4,53,1,2026-08-31
86,88,Factory1,DC_E,Product5,73,2,2026-08-31
87,89,Factory1,DC_W,Product1,116,2,2026-09-07
87,88,Factory1,DC_W,Product2,1246,1,2026-09-07
87,89,Factory1,DC_W,Product3,81,2,2026-09-07
87,90,Factory2,DC_W,Product4,162,3,2026-09-07
87,90,Factory1,DC_W,Product5,1001,3,2026-09-07
87,89,Factory1,DC_C,Product1,64,2,2026-09-07
87,88,Factory1,DC_C,Product2,90,1,2026-09-07
87,90,Factory1,DC_C,Product3,107,3,2026-09-07
87,90,Factory2,DC_C,Product4,101,3,2026-09-07
87,90,Factory1,DC_C,Product5,157,3,2026-09-07
87,88,Factory1,DC_E,Product1,70,1,2026-09-07
87,89,Factory1,DC_E,Product2,169,2,2026-09-07
87,88,Factory1,DC_E,Product3,55,1,2026-09-07
87,88,Factory2,DC_E,Product4,108,1,2026-09-07
87,89,Factory1,DC_E,Product5,68,2,2026-09-07
88,90,Factory1,DC_W,Product1,76,2,2026-09-14
88,89,Factory1,DC_W,Product2,1246,1,2026-09-14
88,90,Factory1,DC_W,Product3,158,2,2026-09-14
88,91,Factory2,DC_W,Product4,164,3,2026-09-14
88,91,Factory1,DC_W,Product5,873,3,2026-09-14
88,90,Factory1,DC_C,Product1,73,2,2026-09-14
88,89,Factory1,DC_C,Product2,178,1,2026-09-14
88,91,Factory1,DC_C,Product3,93,3,2026-09-14
88,91,Factory2,DC_C,Product4,69,3,2026-09-14
88,91,Factory1,DC_C,Product5,72,3,2026-09-14
88,89,Factory1,DC_E,Product1,102,1,2026-09-14
88,90,Factory1,DC_E,Product2,69,2,2026-09-14
88,89,Factory1,DC_E,Product3,37,1,2026-09-14
88,89,Factory2,DC_E,Product4,61,1,2026-09-14
88,90,Factory1,DC_E,Product5,94,2,2026-09-14
89,91,Factory1,DC_W,Product1,91,2,2026-09-21
89,90,Factory1,DC_W,Product2,1246,1,2026-09-21
89,91,Factory1,DC_W,Product3,173,2,2026-09-21
89,92,Factory2,DC_W,Product4,85,3,2026-09-21
89,92,Factory1,DC_W,Product5,420,3,2026-09-21
89,91,Factory1,DC_C,Product1,49,2,2026-09-21
89,90,Factory1,DC_C,Product2,220,1,2026-09-21
89,92,Factory1,DC_C,Product3,82,3,2026-09-21
89,92,Factory2,DC_C,Product4,97,3,2026-09-21
89,92,Factory1,DC_C,Product5,145,3,2026-09-21
89,90,Factory1,DC_E,Product1,99,1,2026-09-21
89,91,Factory1,DC_E,Product2,198,2,2026-09-21
89,90,Factory1,DC_E,Product3,127,1,2026-09-21
89,90,Factory2,DC_E,Product4,49,1,2026-09-21
89,91,Factory1,DC_E,Product5,101,2,2026-09-21
90,92,Factory1,DC_W,Product1,125,2,2026-09-28
90,91,Factory1,DC_W,Product2,1246,1,2026-09-28
90,92,Factory1,DC_W,Product3,370,2,2026-09-28
90,93,Factory2,DC_W,Product4,94,3,2026-09-28
90,93,Factory1,DC_W,Product5,70,3,2026-09-28
90,92,Factory1,DC_C,Product1,40,2,2026-09-28
90,91,Factory1,DC_C,Product2,113,1,2026-09-28
90,93,Factory1,DC_C,Product3,100,3,2026-09-28
90,93,Factory2,DC_C,Product4,52,3,2026-09-28
90,93,Factory1,DC_C,Product5,101,3,2026-09-28
90,91,Factory1,DC_E,Product1,55,1,2026-09-28
90,92,Factory1,DC_E,Product2,108,2,2026-09-28
90,91,Factory1,DC_E,Product3,53,1,2026-09-28
90,91,Factory2,DC_E,Product4,24,1,2026-09-28
90,92,Factory1,DC_E,Product5,126,2,2026-09-28
91,93,Factory1,DC_W,Product1,107,2,2026-10-05
91,92,Factory1,DC_W,Product2,1246,1,2026-10-05
91,93,Factory1,DC_W,Product3,476,2,2026-10-05
91,94,Factory2,DC_W,Product4,98,3,2026-10-05
91,94,Factory1,DC_W,Product5,75,3,2026-10-05
91,93,Factory1,DC_C,Product1,38,2,2026-10-05
91,92,Factory1,DC_C,Product2,126,1,2026-10-05
91,94,Factory1,DC_C,Product3,45,3,2026-10-05
91,94,Factory2,DC_C,Product4,112,3,2026-10-05
91,94,Factory1,DC_C,Product5,159,3,2026-10-05
91,92,Factory1,DC_E,Product1,79,1,2026-10-05
91,93,Factory1,DC_E,Product2,87,2,2026-10-05
91,92,Factory1,DC_E,Product3,53,1,2026-10-05
91,92,Factory2,DC_E,Product4,105,1,2026-10-05
91,93,Factory1,DC_E,Product5,67,2,2026-10-05
92,94,Factory1,DC_W,Product1,104,2,2026-10-12
92,93,Factory1,DC_W,Product2,1246,1,2026-10-12
92,94,Factory1,DC_W,Product3,145,2,2026-10-12
92,95,Factory2,DC_W,Product4,207,3,2026-10-12
92,95,Factory1,DC_W,Product5,89,3,2026-10-12
92,94,Factory1,DC_C,Product1,42,2,2026-10-12
92,93,Factory1,DC_C,Product2,51,1,2026-10-12
92,95,Factory1,DC_C,Product3,102,3,2026-10-12
92,95,Factory2,DC_C,Product4,166,3,2026-10-12
92,95,Factory1,DC_C,Product5,114,3,2026-10-12
92,93,Factory1,DC_E,Product1,76,1,2026-10-12
92,94,Factory1,DC_E,Product2,279,2,2026-10-12
92,93,Factory1,DC_E,Product3,54,1,2026-10-12
92,93,Factory2,DC_E,Product4,91,1,2026-10-12
92,94,Factory1,DC_E,Product5,155,2,2026-10-12
93,95,Factory1,DC_W,Product1,107,2,2026-10-19
93,94,Factory1,DC_W,Product2,1246,1,2026-10-19
93,95,Factory1,DC_W,Product3,182,2,2026-10-19
93,96,Factory2,DC_W,Product4,319,3,2026-10-19
93,96,Factory1,DC_W,Product5,179,3,2026-10-19
93,95,Factory1,DC_C,Product1,29,2,2026-10-19
93,94,Factory1,DC_C,Product2,141,1,2026-10-19
93,96,Factory1,DC_C,Product3,63,3,2026-10-19
93,96,Factory2,DC_C,Product4,40,3,2026-10-19
93,96,Factory1,DC_C,Product5,110,3,2026-10-19
93,94,Factory1,DC_E,Product1,90,1,2026-10-19
93,95,Factory1,DC_E,Product2,119,2,2026-10-19
93,94,Factory1,DC_E,Product3,72,1,2026-10-19
93,94,Factory2,DC_E,Product4,91,1,2026-10-19
93,95,Factory1,DC_E,Product5,60,2,2026-10-19
94,96,Factory1,DC_W,Product1,61,2,2026-10-26
94,95,Factory1,DC_W,Product2,1246,1,2026-10-26
94,96,Factory1,DC_W,Product3,83,2,2026-10-26
94,97,Factory2,DC_W,Product4,149,3,2026-10-26
94,97,Factory1,DC_W,Product5,176,3,2026-10-26
94,96,Factory1,DC_C,Product1,48,2,2026-10-26
94,95,Factory1,DC_C,Product2,141,1,2026-10-26
94,97,Factory1,DC_C,Product3,101,3,2026-10-26
94,97,Factory2,DC_C,Product4,56,3,2026-10-26
94,97,Factory1,DC_C,Product5,58,3,2026-10-26
94,95,Factory1,DC_E,Product1,76,1,2026-10-26
94,96,Factory1,DC_E,Product2,171,2,2026-10-26
94,95,Factory1,DC_E,Product3,57,1,2026-10-26
94,95,Factory2,DC_E,Product4,30,1,2026-10-26
94,96,Factory1,DC_E,Product5,197,2,2026-10-26
95,97,Factory1,DC_W,Product1,91,2,2026-11-02
95,96,Factory1,DC_W,Product2,1246,1,2026-11-02
95,97,Factory1,DC_W,Product3,59,2,2026-11-02
95,98,Factory2,DC_W,Product4,115,3,2026-11-02
95,98,Factory1,DC_W,Product5,198,3,2026-11-02
95,97,Factory1,DC_C,Product1,55,2,2026-11-02
95,96,Factory1,DC_C,Product2,160,1,2026-11-02
95,98,Factory1,DC_C,Product3,48,3,2026-11-02
95,98,Factory2,DC_C,Product4,61,3,2026-11-02
95,98,Factory1,DC_C,Product5,21,3,2026-11-02
95,96,Factory1,DC_E,Product1,57,1,2026-11-02
95,97,Factory1,DC_E,Product2,119,2,2026-11-02
