week,week_start,region,product,demand
107,2027-01-25,Central,Product3,105
107,2027-01-25,East,Product3,226
107,2027-01-25,West,Product4,46
107,2027-01-25,Central,Product4,273
107,2027-01-25,East,Product4,49
107,2027-01-25,West,Product5,96
107,2027-01-25,Central,Product5,89
107,2027-01-25,East,Product5,94
108,2027-02-01,West,Product1,149
108,2027-02-01,Central,Product1,40
108,2027-02-01,East,Product1,138
108,2027-02-01,West,Product2,216
108,2027-02-01,Central,Product2,146
108,2027-02-01,East,Product2,125
108,2027-02-01,West,Product3,138
108,2027-02-01,Central,Product3,74
108,2027-02-01,East,Product3,64
108,2027-02-01,West,Product4,204
108,2027-02-01,Central,Product4,163
108,2027-02-01,East,Product4,57
108,2027-02-01,West,Product5,200
108,2027-02-01,Central,Product5,154
108,2027-02-01,East,Product5,183
109,2027-02-08,West,Product1,107
109,2027-02-08,Central,Product1,86
109,2027-02-08,East,Product1,139
109,2027-02-08,West,Product2,182
109,2027-02-08,Central,Product2,164
109,2027-02-08,East,Product2,211
109,2027-02-08,West,Product3,158
109,2027-02-08,Central,Product3,35
109,2027-02-08,East,Product3,221
109,2027-02-08,West,Product4,51
109,2027-02-08,Central,Product4,89
109,2027-02-08,East,Product4,136
109,2027-02-08,West,Product5,159
109,2027-02-08,Central,Product5,124
109,2027-02-08,East,Product5,165
110,2027-02-15,West,Product1,54
110,2027-02-15,Central,Product1,55
110,2027-02-15,East,Product1,175
110,2027-02-15,West,Product2,200
110,2027-02-15,Central,Product2,103
110,2027-02-15,East,Product2,242
110,2027-02-15,West,Product3,119
110,2027-02-15,Central,Product3,107
110,2027-02-15,East,Product3,72
110,2027-02-15,West,Product4,120
110,2027-02-15,Central,Product4,76
110,2027-02-15,East,Product4,121
110,2027-02-15,West,Product5,127
110,2027-02-15,Central,Product5,54
110,2027-02-15,East,Product5,179
111,2027-02-22,West,Product1,80
111,2027-02-22,Central,Product1,55
111,2027-02-22,East,Product1,80
111,2027-02-22,West,Product2,134
111,2027-02-22,Central,Product2,100
111,2027-02-22,East,Product2,239
111,2027-02-22,West,Product3,127
111,2027-02-22,Central,Product3,121
111,2027-02-22,East,Product3,66
111,2027-02-22,West,Product4,123
111,2027-02-22,Central,Product4,38
111,2027-02-22,East,Product4,188
111,2027-02-22,West,Product5,69
111,2027-02-22,Central,Product5,174
111,2027-02-22,East,Product5,109
112,2027-03-01,West,Product1,117
112,2027-03-01,Central,Product1,57
112,2027-03-01,East,Product1,128
112,2027-03-01,West,Product2,288
112,2027-03-01,Central,Product2,83
112,2027-03-01,East,Product2,148
112,2027-03-01,West,Product3,143
112,2027-03-01,Central,Product3,180
112,2027-03-01,East,Product3,139
112,2027-03-01,West,Product4,178
112,2027-03-01,Central,Product4,125
112,2027-03-01,East,Product4,106
112,2027-03-01,West,Product5,155
112,2027-03-01,Central,Product5,64
112,2027-03-01,East,Product5,191
113,2027-03-08,West,Product1,87
113,2027-03-08,Central,Product1,135
113,2027-03-08,East,Product1,129
113,2027-03-08,West,Product2,260
113,2027-03-08,Central,Product2,122
113,2027-03-08,East,Product2,209
113,2027-03-08,West,Product3,157
113,2027-03-08,Central,Product3,109
113,2027-03-08,East,Product3,73
113,2027-03-08,West,Product4,163
113,2027-03-08,Central,Product4,72
113,2027-03-08,East,Product4,88
113,2027-03-08,West,Product5,118
113,2027-03-08,Central,Product5,97
113,2027-03-08,East,Product5,153
114,2027-03-15,West,Product1,104
114,2027-03-15,Central,Product1,114
114,2027-03-15,East,Product1,130
114,2027-03-15,West,Product2,349
114,2027-03-15,Central,Product2,155
114,2027-03-15,East,Product2,168
114,2027-03-15,West,Product3,228
114,2027-03-15,Central,Product3,37
114,2027-03-15,East,Product3,149
114,2027-03-15,West,Product4,146
114,2027-03-15,Central,Product4,107
114,2027-03-15,East,Product4,102
114,2027-03-15,West,Product5,139
114,2027-03-15,Central,Product5,133
114,2027-03-15,East,Product5,167
115,2027-03-22,West,Product1,87
115,2027-03-22,Central,Product1,113
115,2027-03-22,East,Product1,139
115,2027-03-22,West,Product2,158
115,2027-03-22,Central,Product2,261
115,2027-03-22,East,Product2,154
115,2027-03-22,West,Product3,201
115,2027-03-22,Central,Product3,76
115,2027-03-22,East,Product3,42
115,2027-03-22,West,Product4,85
115,2027-03-22,Central,Product4,118
115,2027-03-22,East,Product4,114
115,2027-03-22,West,Product5,190
115,2027-03-22,Central,Product5,82
115,2027-03-22,East,Product5,181
116,2027-03-29,West,Product1,56
116,2027-03-29,Central,Product1,103
116,2027-03-29,East,Product1,50
116,2027-03-29,West,Product2,160
116,2027-03-29,Central,Product2,272
116,2027-03-29,East,Product2,197
116,2027-03-29,West,Product3,90
116,2027-03-29,Central,Product3,158
116,2027-03-29,East,Product3,104
116,2027-03-29,West,Product4,164
116,2027-03-29,Central,Product4,42
116,2027-03-29,East,Product4,145
116,2027-03-29,West,Product5,205
116,2027-03-29,Central,Product5,171
116,2027-03-29,East,Product5,114
117,2027-04-05,West,Product1,172
117,2027-04-05,Central,Product1,35
117,2027-04-05,East,Product1,98
117,2027-04-05,West,Product2,388
117,2027-04-05,Central,Product2,101
117,2027-04-05,East,Product2,142
117,2027-04-05,West,Product3,131
117,2027-04-05,Central,Product3,47
117,2027-04-05,East,Product3,186
117,2027-04-05,West,Product4,227
117,2027-04-05,Central,Product4,63
117,2027-04-05,East,Product4,171
117,2027-04-05,West,Product5,107
117,2027-04-05,Central,Product5,207
117,2027-04-05,East,Product5,135
118,2027-04-12,West,Product1,107
118,2027-04-12,Central,Product1,50
118,2027-04-12,East,Product1,82
118,2027-04-12,West,Product2,147
118,2027-04-12,Central,Product2,125
118,2027-04-12,East,Product2,285
118,2027-04-12,West,Product3,86
118,2027-04-12,Central,Product3,35
118,2027-04-12,East,Product3,164
118,2027-04-12,West,Product4,148
118,2027-04-12,Central,Product4,55
118,2027-04-12,East,Product4,109
118,2027-04-12,West,Product5,145
118,2027-04-12,Central,Product5,69
118,2027-04-12,East,Product5,272
119,2027-04-19,West,Product1,136
119,2027-04-19,Central,Product1,54
119,2027-04-19,East,Product1,118
119,2027-04-19,West,Product2,106
119,2027-04-19,Central,Product2,99
119,2027-04-19,East,Product2,154
119,2027-04-19,West,Product3,192
119,2027-04-19,Central,Product3,115
119,2027-04-19,East,Product3,82
119,2027-04-19,West,Product4,81
119,2027-04-19,Central,Product4,103
119,2027-04-19,East,Product4,96
119,2027-04-19,West,Product5,274
119,2027-04-19,Central,Product5,104
119,2027-04-19,East,Product5,50
120,2027-04-26,West,Product1,117
120,2027-04-26,Central,Product1,117
120,2027-04-26,East,Product1,88
120,2027-04-26,West,Product2,285
120,2027-04-26,Central,Product2,92
120,2027-04-26,East,Product2,280
120,2027-04-26,West,Product3,120
120,2027-04-26,Central,Product3,51
120,2027-04-26,East,Product3,162
120,2027-04-26,West,Product4,179
120,2027-04-26,Central,Product4,67
120,2027-04-26,East,Product4,205
120,2027-04-26,West,Product5,106
120,2027-04-26,Central,Product5,186
120,2027-04-26,East,Product5,163
121,2027-05-03,West,Product1,84
121,2027-05-03,Central,Product1,91
121,2027-05-03,East,Product1,111
121,2027-05-03,West,Product2,314
121,2027-05-03,Central,Product2,109
121,2027-05-03,East,Product2,100
121,2027-05-03,West,Product3,58
121,2027-05-03,Central,Product3,140
121,2027-05-03,East,Product3,175
121,2027-05-03,West,Product4,73
121,2027-05-03,Central,Product4,207
121,2027-05-03,East,Product4,116
121,2027-05-03,West,Product5,220
121,2027-05-03,Central,Product5,133
121,2027-05-03,East,Product5,162
122,2027-05-10,West,Product1,147
122,2027-05-10,Central,Product1,117
122,2027-05-10,East,Product1,137
122,2027-05-10,West,Product2,43
122,2027-05-10,Central,Product2,163
122,2027-05-10,East,Product2,314
122,2027-05-10,West,Product3,108
122,2027-05-10,Central,Product3,191
122,2027-05-10,East,Product3,84
122,2027-05-10,West,Product4,106
122,2027-05-10,Central,Product4,112
122,2027-05-10,East,Product4,140
122,2027-05-10,West,Product5,148
122,2027-05-10,Central,Product5,210
122,2027-05-10,East,Product5,100
123,2027-05-17,West,Product1,101
123,2027-05-17,Central,Product1,268
123,2027-05-17,East,Product1,88
123,2027-05-17,West,Product2,204
123,2027-05-17,Central,Product2,123
123,2027-05-17,East,Product2,240
123,2027-05-17,West,Product3,182
123,2027-05-17,Central,Product3,45
123,2027-05-17,East,Product3,171
123,2027-05-17,West,Product4,112
123,2027-05-17,Central,Product4,90
123,2027-05-17,East,Product4,161
123,2027-05-17,West,Product5,122
123,2027-05-17,Central,Product5,82
123,2027-05-17,East,Product5,151
124,2027-05-24,West,Product1,97
124,2027-05-24,Central,Product1,133
124,2027-05-24,East,Product1,98
124,2027-05-24,West,Product2,128
124,2027-05-24,Central,Product2,154
124,2027-05-24,East,Product2,173
124,2027-05-24,West,Product3,209
124,2027-05-24,Central,Product3,34
124,2027-05-24,East,Product3,138
124,2027-05-24,West,Product4,111
124,2027-05-24,Central,Product4,143
124,2027-05-24,East,Product4,111
124,2027-05-24,West,Product5,212
124,2027-05-24,Central,Product5,120
124,2027-05-24,East,Product5,90
125,2027-05-31,West,Product1,154
125,2027-05-31,Central,Product1,50
125,2027-05-31,East,Product1,130
125,2027-05-31,West,Product2,245
125,2027-05-31,Central,Product2,169
125,2027-05-31,East,Product2,232
125,2027-05-31,West,Product3,94
125,2027-05-31,Central,Product3,49
125,2027-05-31,East,Product3,213
125,2027-05-31,West,Product4,111
125,2027-05-31,Central,Product4,61
125,2027-05-31,East,Product4,178
125,2027-05-31,West,Product5,134
125,2027-05-31,Central,Product5,83
125,2027-05-31,East,Product5,107
126,2027-06-07,West,Product1,211
126,2027-06-07,Central,Product1,105
126,2027-06-07,East,Product1,79
126,2027-06-07,West,Product2,228
126,2027-06-07,Central,Product2,121
126,2027-06-07,East,Product2,107
126,2027-06-07,West,Product3,99
126,2027-06-07,Central,Product3,88
126,2027-06-07,East,Product3,161
126,2027-06-07,West,Product4,149
126,2027-06-07,Central,Product4,78
126,2027-06-07,East,Product4,126
126,2027-06-07,West,Product5,136
126,2027-06-07,Central,Product5,158
126,2027-06-07,East,Product5,84
127,2027-06-14,West,Product1,84
127,2027-06-14,Central,Product1,116
127,2027-06-14,East,Product1,108
127,2027-06-14,West,Product2,114
127,2027-06-14,Central,Product2,120
127,2027-06-14,East,Product2,169
127,2027-06-14,West,Product3,162
127,2027-06-14,Central,Product3,72
127,2027-06-14,East,Product3,101
127,2027-06-14,West,Product4,50
127,2027-06-14,Central,Product4,163
127,2027-06-14,East,Product4,146
127,2027-06-14,West,Product5,215
127,2027-06-14,Central,Product5,45
127,2027-06-14,East,Product5,55
128,2027-06-21,West,Product1,54
128,2027-06-21,Central,Product1,25
128,2027-06-21,East,Product1,111
128,2027-06-21,West,Product2,316
128,2027-06-21,Central,Product2,147
128,2027-06-21,East,Product2,68
128,2027-06-21,West,Product3,112
128,2027-06-21,Central,Product3,66
128,2027-06-21,East,Product3,145
128,2027-06-21,West,Product4,128
128,2027-06-21,Central,Product4,72
128,2027-06-21,East,Product4,71
128,2027-06-21,West,Product5,77
128,2027-06-21,Central,Product5,111
128,2027-06-21,East,Product5,105
129,2027-06-28,West,Product1,145
129,2027-06-28,Central,Product1,24
129,2027-06-28,East,Product1,89
129,2027-06-28,West,Product2,227
129,2027-06-28,Central,Product2,207
129,2027-06-28,East,Product2,84
129,2027-06-28,West,Product3,146
129,2027-06-28,Central,Product3,105
129,2027-06-28,East,Product3,61
129,2027-06-28,West,Product4,69
129,2027-06-28,Central,Product4,70
129,2027-06-28,East,Product4,103
129,2027-06-28,West,Product5,206
129,2027-06-28,Central,Product5,123
129,2027-06-28,East,Product5,61
130,2027-07-05,West,Product1,65
130,2027-07-05,Central,Product1,95
130,2027-07-05,East,Product1,69
130,2027-07-05,West,Product2,212
130,2027-07-05,Central,Product2,135
130,2027-07-05,East,Product2,144
130,2027-07-05,West,Product3,126
130,2027-07-05,Central,Product3,29
130,2027-07-05,East,Product3,154
130,2027-07-05,West,Product4,142
130,2027-07-05,Central,Product4,41
130,2027-07-05,East,Product4,156
130,2027-07-05,West,Product5,171
130,2027-07-05,Central,Product5,95
130,2027-07-05,East,Product5,112
131,2027-07-12,West,Product1,69
131,2027-07-12,Central,Product1,82
131,2027-07-12,East,Product1,88
131,2027-07-12,West,Product2,224
131,2027-07-12,Central,Product2,77
131,2027-07-12,East,Product2,152
131,2027-07-12,West,Product3,106
131,2027-07-12,Central,Product3,94
131,2027-07-12,East,Product3,83
131,2027-07-12,West,Product4,74
131,2027-07-12,Central,Product4,113
131,2027-07-12,East,Product4,108
131,2027-07-12,West,Product5,131
131,2027-07-12,Central,Product5,98
131,2027-07-12,East,Product5,128
132,2027-07-19,West,Product1,85
132,2027-07-19,Central,Product1,68
132,2027-07-19,East,Product1,60
132,2027-07-19,West,Product2,135
132,2027-07-19,Central,Product2,226
132,2027-07-19,East,Product2,98
132,2027-07-19,West,Product3,119
132,2027-07-19,Central,Product3,90
132,2027-07-19,East,Product3,136
132,2027-07-19,West,Product4,107
132,2027-07-19,Central,Product4,124
132,2027-07-19,East,Product4,59
132,2027-07-19,West,Product5,197
132,2027-07-19,Central,Product5,50
132,2027-07-19,East,Product5,213
133,2027-07-26,West,Product1,148
133,2027-07-26,Central,Product1,101
133,2027-07-26,East,Product1,73
133,2027-07-26,West,Product2,154
133,2027-07-26,Central,Product2,110
133,2027-07-26,East,Product2,177
133,2027-07-26,West,Product3,82
133,2027-07-26,Central,Product3,67
133,2027-07-26,East,Product3,126
133,2027-07-26,West,Product4,151
133,2027-07-26,Central,Product4,96
133,2027-07-26,East,Product4,65
133,2027-07-26,West,Product5,130
133,2027-07-26,Central,Product5,89
133,2027-07-26,East,Product5,213
134,2027-08-02,West,Product1,63
134,2027-08-02,Central,Product1,77
134,2027-08-02,East,Product1,54
134,2027-08-02,West,Product2,107
134,2027-08-02,Central,Product2,202
134,2027-08-02,East,Product2,142
134,2027-08-02,West,Product3,128
134,2027-08-02,Central,Product3,56
134,2027-08-02,East,Product3,105
134,2027-08-02,West,Product4,123
134,2027-08-02,Central,Product4,72
134,2027-08-02,East,Product4,70
134,2027-08-02,West,Product5,91
134,2027-08-02,Central,Product5,71
134,2027-08-02,East,Product5,164
135,2027-08-09,West,Product1,104
135,2027-08-09,Central,Product1,47
135,2027-08-09,East,Product1,172
135,2027-08-09,West,Product2,161
135,2027-08-09,Central,Product2,57
135,2027-08-09,East,Product2,121
135,2027-08-09,West,Product3,97
135,2027-08-09,Central,Product3,99
135,2027-08-09,East,Product3,81
135,2027-08-09,West,Product4,134
135,2027-08-09,Central,Product4,31
135,2027-08-09,East,Product4,47
135,2027-08-09,West,Product5,231
135,2027-08-09,Central,Product5,96
135,2027-08-09,East,Product5,143
136,2027-08-16,West,Product1,66
136,2027-08-16,Central,Product1,85
136,2027-08-16,East,Product1,48
136,2027-08-16,West,Product2,316
136,2027-08-16,Central,Product2,36
136,2027-08-16,East,Product2,82
136,2027-08-16,West,Product3,132
136,2027-08-16,Central,Product3,133
136,2027-08-16,East,Product3,69
136,2027-08-16,West,Product4,84
136,2027-08-16,Central,Product4,44
136,2027-08-16,East,Product4,99
136,2027-08-16,West,Product5,64
136,2027-08-16,Central,Product5,28
136,2027-08-16,East,Product5,96
137,2027-08-23,West,Product1,39
137,2027-08-23,Central,Product1,85
137,2027-08-23,East,Product1,76
137,2027-08-23,West,Product2,168
137,2027-08-23,Central,Product2,87
137,2027-08-23,East,Product2,240
137,2027-08-23,West,Product3,118
137,2027-08-23,Central,Product3,152
137,2027-08-23,East,Product3,78
137,2027-08-23,West,Product4,94
137,2027-08-23,Central,Product4,125
137,2027-08-23,East,Product4,107
137,2027-08-23,West,Product5,129
137,2027-08-23,Central,Product5,74
137,2027-08-23,East,Product5,131
138,2027-08-30,West,Product1,68
138,2027-08-30,Central,Product1,46
138,2027-08-30,East,Product1,100
138,2027-08-30,West,Product2,173
138,2027-08-30,Central,Product2,56
138,2027-08-30,East,Product2,197
138,2027-08-30,West,Product3,102
138,2027-08-30,Central,Product3,195
138,2027-08-30,East,Product3,107
138,2027-08-30,West,Product4,127
138,2027-08-30,Central,Product4,110
138,2027-08-30,East,Product4,85
138,2027-08-30,West,Product5,108
138,2027-08-30,Central,Product5,79
138,2027-08-30,East,Product5,110
139,2027-09-06,West,Product1,120
139,2027-09-06,Central,Product1,32
139,2027-09-06,East,Product1,97
139,2027-09-06,West,Product2,287
139,2027-09-06,Central,Product2,36
139,2027-09-06,East,Product2,152
139,2027-09-06,West,Product3,80
139,2027-09-06,Central,Product3,139
139,2027-09-06,East,Product3,118
139,2027-09-06,West,Product4,125
139,2027-09-06,Central,Product4,69
139,2027-09-06,East,Product4,91
139,2027-09-06,West,Product5,181
139,2027-09-06,Central,Product5,82
139,2027-09-06,East,Product5,121
140,2027-09-13,West,Product1,57
140,2027-09-13,Central,Product1,73
140,2027-09-13,East,Product1,55
140,2027-09-13,West,Product2,188
140,2027-09-13,Central,Product2,81
140,2027-09-13,East,Product2,162
140,2027-09-13,West,Product3,51
140,2027-09-13,Central,Product3,162
140,2027-09-13,East,Product3,96
140,2027-09-13,West,Product4,102
140,2027-09-13,Central,Product4,119
140,2027-09-13,East,Product4,31
140,2027-09-13,West,Product5,79
140,2027-09-13,Central,Product5,132
140,2027-09-13,East,Product5,127
141,2027-09-20,West,Product1,83
141,2027-09-20,Central,Product1,40
141,2027-09-20,East,Product1,63
141,2027-09-20,West,Product2,134
141,2027-09-20,Central,Product2,167
141,2027-09-20,East,Product2,114
141,2027-09-20,West,Product3,116
141,2027-09-20,Central,Product3,78
141,2027-09-20,East,Product3,90
141,2027-09-20,West,Product4,170
141,2027-09-20,Central,Product4,115
141,2027-09-20,East,Product4,26
141,2027-09-20,West,Product5,127
141,2027-09-20,Central,Product5,124
141,2027-09-20,East,Product5,49
142,2027-09-27,West,Product1,41
142,2027-09-27,Central,Product1,68
142,2027-09-27,East,Product1,86
142,2027-09-27,West,Product2,146
142,2027-09-27,Central,Product2,153
142,2027-09-27,East,Product2,121
142,2027-09-27,West,Product3,109
142,2027-09-27,Central,Product3,131
142,2027-09-27,East,Product3,124
142,2027-09-27,West,Product4,114
142,2027-09-27,Central,Product4,42
142,2027-09-27,East,Product4,108
142,2027-09-27,West,Product5,89
142,2027-09-27,Central,Product5,96
142,2027-09-27,East,Product5,141
143,2027-10-04,West,Product1,82
143,2027-10-04,Central,Product1,52
143,2027-10-04,East,Product1,107
143,2027-10-04,West,Product2,112
143,2027-10-04,Central,Product2,178
143,2027-10-04,East,Product2,143
143,2027-10-04,West,Product3,139
143,2027-10-04,Central,Product3,67
143,2027-10-04,East,Product3,95
143,2027-10-04,West,Product4,128
143,2027-10-04,Central,Product4,118
143,2027-10-04,East,Product4,39
143,2027-10-04,West,Product5,125
143,2027-10-04,Central,Product5,78
143,2027-10-04,East,Product5,110
144,2027-10-11,West,Product1,86
144,2027-10-11,Central,Product1,80
144,2027-10-11,East,Product1,90
144,2027-10-11,West,Product2,106
144,2027-10-11,Central,Product2,115
144,2027-10-11,East,Product2,162
144,2027-10-11,West,Product3,75
144,2027-10-11,Central,Product3,81
144,2027-10-11,East,Product3,95
144,2027-10-11,West,Product4,65
144,2027-10-11,Central,Product4,76
144,2027-10-11,East,Product4,173
144,2027-10-11,West,Product5,181
144,2027-10-11,Central,Product5,81
144,2027-10-11,East,Product5,124
145,2027-10-18,West,Product1,70
145,2027-10-18,Central,Product1,87
145,2027-10-18,East,Product1,76
145,2027-10-18,West,Product2,197
145,2027-10-18,Central,Product2,91
145,2027-10-18,East,Product2,89
145,2027-10-18,West,Product3,87
145,2027-10-18,Central,Product3,124
145,2027-10-18,East,Product3,32
145,2027-10-18,West,Product4,112
145,2027-10-18,Central,Product4,71
145,2027-10-18,East,Product4,78
145,2027-10-18,West,Product5,72
145,2027-10-18,Central,Product5,86
145,2027-10-18,East,Product5,142
146,2027-10-25,West,Product1,84
146,2027-10-25,Central,Product1,96
146,2027-10-25,East,Product1,48
146,2027-10-25,West,Product2,186
146,2027-10-25,Central,Product2,171
146,2027-10-25,East,Product2,101
146,2027-10-25,West,Product3,79
146,2027-10-25,Central,Product3,102
146,2027-10-25,East,Product3,103
146,2027-10-25,West,Product4,99
146,2027-10-25,Central,Product4,97
146,2027-10-25,East,Product4,71
146,2027-10-25,West,Product5,72
146,2027-10-25,Central,Product5,131
146,2027-10-25,East,Product5,148
147,2027-11-01,West,Product1,92
147,2027-11-01,Central,Product1,66
147,2027-11-01,East,Product1,37
147,2027-11-01,West,Product2,171
147,2027-11-01,Central,Product2,224
147,2027-11-01,East,Product2,91
147,2027-11-01,West,Product3,100
147,2027-11-01,Central,Product3,121
147,2027-11-01,East,Product3,78
147,2027-11-01,West,Product4,107
147,2027-11-01,Central,Product4,41
147,2027-11-01,East,Product4,106
147,2027-11-01,West,Product5,141
147,2027-11-01,Central,Product5,120
147,2027-11-01,East,Product5,126
148,2027-11-08,West,Product1,69
148,2027-11-08,Central,Product1,63
148,2027-11-08,East,Product1,83
148,2027-11-08,West,Product2,164
148,2027-11-08,Central,Product2,82
148,2027-11-08,East,Product2,152
148,2027-11-08,West,Product3,124
148,2027-11-08,Central,Product3,143
148,2027-11-08,East,Product3,26
148,2027-11-08,West,Product4,164
148,2027-11-08,Central,Product4,75
148,2027-11-08,East,Product4,41
148,2027-11-08,West,Product5,198
148,2027-11-08,Central,Product5,123
148,2027-11-08,East,Product5,98
149,2027-11-15,West,Product1,120
149,2027-11-15,Central,Product1,73
149,2027-11-15,East,Product1,123
149,2027-11-15,West,Product2,162
149,2027-11-15,Central,Product2,137
149,2027-11-15,East,Product2,88
149,2027-11-15,West,Product3,63
149,2027-11-15,Central,Product3,118
149,2027-11-15,East,Product3,69
149,2027-11-15,West,Product4,212
149,2027-11-15,Central,Product4,66
149,2027-11-15,East,Product4,68
149,2027-11-15,West,Product5,140
149,2027-11-15,Central,Product5,222
149,2027-11-15,East,Product5,135
150,2027-11-22,West,Product1,31
150,2027-11-22,Central,Product1,55
150,2027-11-22,East,Product1,108
150,2027-11-22,West,Product2,162
150,2027-11-22,Central,Product2,187
150,2027-11-22,East,Product2,149
150,2027-11-22,West,Product3,114
150,2027-11-22,Central,Product3,63
150,2027-11-22,East,Product3,203
150,2027-11-22,West,Product4,185
150,2027-11-22,Central,Product4,112
150,2027-11-22,East,Product4,58
150,2027-11-22,West,Product5,107
150,2027-11-22,Central,Product5,74
150,2027-11-22,East,Product5,132
151,2027-11-29,West,Product1,88
151,2027-11-29,Central,Product1,81
151,2027-11-29,East,Product1,75
151,2027-11-29,West,Product2,127
151,2027-11-29,Central,Product2,187
151,2027-11-29,East,Product2,88
151,2027-11-29,West,Product3,114
151,2027-11-29,Central,Product3,115
151,2027-11-29,East,Product3,111
151,2027-11-29,West,Product4,117
151,2027-11-29,Central,Product4,145
151,2027-11-29,East,Product4,66
151,2027-11-29,West,Product5,65
151,2027-11-29,Central,Product5,29
151,2027-11-29,East,Product5,174
152,2027-12-06,West,Product1,63
152,2027-12-06,Central,Product1,56
152,2027-12-06,East,Product1,89
152,2027-12-06,West,Product2,186
152,2027-12-06,Central,Product2,142
152,2027-12-06,East,Product2,177
152,2027-12-06,West,Product3,99
152,2027-12-06,Central,Product3,84
152,2027-12-06,East,Product3,106
152,2027-12-06,West,Product4,172
152,2027-12-06,Central,Product4,162
152,2027-12-06,East,Product4,46
152,2027-12-06,West,Product5,114
152,2027-12-06,Central,Product5,70
152,2027-12-06,East,Product5,56
153,2027-12-13,West,Product1,67
153,2027-12-13,Central,Product1,40
153,2027-12-13,East,Product1,89
153,2027-12-13,West,Product2,209
153,2027-12-13,Central,Product2,144
153,2027-12-13,East,Product2,138
153,2027-12-13,West,Product3,175
153,2027-12-13,Central,Product3,83
153,2027-12-13,East,Product3,46
153,2027-12-13,West,Product4,171
153,2027-12-13,Central,Product4,101
153,2027-12-13,East,Product4,122
153,2027-12-13,West,Product5,183
153,2027-12-13,Central,Product5,91
153,2027-12-13,East,Product5,152
154,2027-12-20,West,Product1,86
154,2027-12-20,Central,Product1,56
154,2027-12-20,East,Product1,98
154,2027-12-20,West,Product2,149
154,2027-12-20,Central,Product2,197
154,2027-12-20,East,Product2,218
154,2027-12-20,West,Product3,115
154,2027-12-20,Central,Product3,63
154,2027-12-20,East,Product3,80
154,2027-12-20,West,Product4,197
154,2027-12-20,Central,Product4,90
154,2027-12-20,East,Product4,131
154,2027-12-20,West,Product5,150
154,2027-12-20,Central,Product5,108
154,2027-12-20,East,Product5,146
155,2027-12-27,West,Product1,96
155,2027-12-27,Central,Product1,40
155,2027-12-27,East,Product1,64
155,2027-12-27,West,Product2,128
155,2027-12-27,Central,Product2,194
155,2027-12-27,East,Product2,139
155,2027-12-27,West,Product3,91
155,2027-12-27,Central,Product3,104
155,2027-12-27,East,Product3,84
155,2027-12-27,West,Product4,102
155,2027-12-27,Central,Product4,96
155,2027-12-27,East,Product4,223
155,2027-12-27,West,Product5,110
155,2027-12-27,Central,Product5,170
155,2027-12-27,East,Product5,100
