week,week_start,location,product,on_hand,in_transit,backlog
80,2024-07-15,DC_E,P4,287,121,33
80,2024-07-15,DC_E,P5,329,61,29
81,2024-07-22,DC_W,P1,579,122,45
81,2024-07-22,DC_W,P2,534,72,35
81,2024-07-22,DC_W,P3,374,87,34
81,2024-07-22,DC_W,P4,497,76,45
81,2024-07-22,DC_W,P5,500,190,15
81,2024-07-22,DC_C,P1,575,105,2
81,2024-07-22,DC_C,P2,505,155,29
81,2024-07-22,DC_C,P3,395,54,31
81,2024-07-22,DC_C,P4,366,134,21
81,2024-07-22,DC_C,P5,586,140,37
81,2024-07-22,DC_E,P1,574,138,0
81,2024-07-22,DC_E,P2,213,155,13
81,2024-07-22,DC_E,P3,431,80,13
81,2024-07-22,DC_E,P4,401,196,30
81,2024-07-22,DC_E,P5,574,193,10
82,2024-07-29,DC_W,P1,324,165,43
82,2024-07-29,DC_W,P2,407,198,0
82,2024-07-29,DC_W,P3,319,143,23
82,2024-07-29,DC_W,P4,246,105,1
82,2024-07-29,DC_W,P5,457,183,44
82,2024-07-29,DC_C,P1,479,119,25
82,2024-07-29,DC_C,P2,254,101,9
82,2024-07-29,DC_C,P3,528,187,26
82,2024-07-29,DC_C,P4,491,68,30
82,2024-07-29,DC_C,P5,481,117,12
82,2024-07-29,DC_E,P1,550,161,44
82,2024-07-29,DC_E,P2,527,198,9
82,2024-07-29,DC_E,P3,234,100,6
82,2024-07-29,DC_E,P4,409,144,28
82,2024-07-29,DC_E,P5,303,186,1
83,2024-08-05,DC_W,P1,339,157,38
83,2024-08-05,DC_W,P2,366,52,30
83,2024-08-05,DC_W,P3,225,66,32
83,2024-08-05,DC_W,P4,324,102,24
83,2024-08-05,DC_W,P5,591,194,20
83,2024-08-05,DC_C,P1,306,95,13
83,2024-08-05,DC_C,P2,412,141,24
83,2024-08-05,DC_C,P3,363,81,24
83,2024-08-05,DC_C,P4,336,131,33
83,2024-08-05,DC_C,P5,453,119,27
83,2024-08-05,DC_E,P1,313,53,31
83,2024-08-05,DC_E,P2,301,150,37
83,2024-08-05,DC_E,P3,566,193,0
83,2024-08-05,DC_E,P4,596,152,32
83,2024-08-05,DC_E,P5,206,179,7
84,2024-08-12,DC_W,P1,534,52,32
84,2024-08-12,DC_W,P2,373,80,5
84,2024-08-12,DC_W,P3,376,68,24
84,2024-08-12,DC_W,P4,450,174,33
84,2024-08-12,DC_W,P5,226,96,14
84,2024-08-12,DC_C,P1,566,180,18
84,2024-08-12,DC_C,P2,228,184,44
84,2024-08-12,DC_C,P3,541,176,24
84,2024-08-12,DC_C,P4,270,121,24
84,2024-08-12,DC_C,P5,395,130,12
84,2024-08-12,DC_E,P1,346,115,6
84,2024-08-12,DC_E,P2,382,171,41
84,2024-08-12,DC_E,P3,364,127,1
84,2024-08-12,DC_E,P4,469,110,22
84,2024-08-12,DC_E,P5,549,119,1
85,2024-08-19,DC_W,P1,290,121,21
85,2024-08-19,DC_W,P2,544,131,34
85,2024-08-19,DC_W,P3,387,115,22
85,2024-08-19,DC_W,P4,364,130,12
85,2024-08-19,DC_W,P5,556,99,7
85,2024-08-19,DC_C,P1,238,52,21
85,2024-08-19,DC_C,P2,275,53,26
85,2024-08-19,DC_C,P3,471,62,23
85,2024-08-19,DC_C,P4,497,197,33
85,2024-08-19,DC_C,P5,297,157,29
85,2024-08-19,DC_E,P1,284,177,21
85,2024-08-19,DC_E,P2,584,158,32
85,2024-08-19,DC_E,P3,491,121,25
85,2024-08-19,DC_E,P4,540,152,44
85,2024-08-19,DC_E,P5,556,196,35
86,2024-08-26,DC_W,P1,400,74,35
86,2024-08-26,DC_W,P2,316,92,11
86,2024-08-26,DC_W,P3,550,180,31
86,2024-08-26,DC_W,P4,389,150,30
86,2024-08-26,DC_W,P5,366,106,19
86,2024-08-26,DC_C,P1,435,147,22
86,2024-08-26,DC_C,P2,587,62,17
86,2024-08-26,DC_C,P3,367,52,18
86,2024-08-26,DC_C,P4,309,125,16
86,2024-08-26,DC_C,P5,490,126,6
86,2024-08-26,DC_E,P1,500,64,41
86,2024-08-26,DC_E,P2,572,98,46
86,2024-08-26,DC_E,P3,517,188,33
86,2024-08-26,DC_E,P4,294,184,9
86,2024-08-26,DC_E,P5,285,90,15
87,2024-09-02,DC_W,P1,405,157,46
87,2024-09-02,DC_W,P2,235,193,46
87,2024-09-02,DC_W,P3,221,104,40
87,2024-09-02,DC_W,P4,444,166,35
87,2024-09-02,DC_W,P5,398,56,29
87,2024-09-02,DC_C,P1,219,140,40
87,2024-09-02,DC_C,P2,433,199,22
87,2024-09-02,DC_C,P3,499,150,49
87,2024-09-02,DC_C,P4,485,74,47
87,2024-09-02,DC_C,P5,467,58,32
87,2024-09-02,DC_E,P1,553,136,17
87,2024-09-02,DC_E,P2,528,167,27
87,2024-09-02,DC_E,P3,261,87,36
87,2024-09-02,DC_E,P4,522,91,18
87,2024-09-02,DC_E,P5,231,157,0
88,2024-09-09,DC_W,P1,218,50,32
88,2024-09-09,DC_W,P2,366,94,45
88,2024-09-09,DC_W,P3,277,108,47
88,2024-09-09,DC_W,P4,370,133,4
88,2024-09-09,DC_W,P5,516,113,40
88,2024-09-09,DC_C,P1,301,113,39
88,2024-09-09,DC_C,P2,589,58,40
88,2024-09-09,DC_C,P3,320,132,14
88,2024-09-09,DC_C,P4,445,103,16
88,2024-09-09,DC_C,P5,215,72,45
88,2024-09-09,DC_E,P1,599,167,14
88,2024-09-09,DC_E,P2,360,160,48
88,2024-09-09,DC_E,P3,382,174,48
88,2024-09-09,DC_E,P4,549,84,0
88,2024-09-09,DC_E,P5,396,129,10
89,2024-09-16,DC_W,P1,313,164,23
89,2024-09-16,DC_W,P2,326,143,32
89,2024-09-16,DC_W,P3,507,73,37
89,2024-09-16,DC_W,P4,439,58,38
89,2024-09-16,DC_W,P5,353,99,22
89,2024-09-16,DC_C,P1,338,100,40
89,2024-09-16,DC_C,P2,249,195,27
89,2024-09-16,DC_C,P3,273,69,29
89,2024-09-16,DC_C,P4,453,57,12
89,2024-09-16,DC_C,P5,518,57,42
89,2024-09-16,DC_E,P1,463,115,17
89,2024-09-16,DC_E,P2,207,173,7
89,2024-09-16,DC_E,P3,323,135,12
89,2024-09-16,DC_E,P4,398,171,23
89,2024-09-16,DC_E,P5,579,177,16
90,2024-09-23,DC_W,P1,359,113,31
90,2024-09-23,DC_W,P2,314,195,30
90,2024-09-23,DC_W,P3,359,146,19
90,2024-09-23,DC_W,P4,527,135,2
90,2024-09-23,DC_W,P5,270,179,28
90,2024-09-23,DC_C,P1,580,60,14
90,2024-09-23,DC_C,P2,277,133,19
90,2024-09-23,DC_C,P3,262,146,26
90,2024-09-23,DC_C,P4,309,121,37
90,2024-09-23,DC_C,P5,282,93,17
90,2024-09-23,DC_E,P1,498,177,18
90,2024-09-23,DC_E,P2,318,183,49
90,2024-09-23,DC_E,P3,468,198,32
90,2024-09-23,DC_E,P4,493,108,21
90,2024-09-23,DC_E,P5,257,173,46
91,2024-09-30,DC_W,P1,449,101,7
91,2024-09-30,DC_W,P2,306,88,30
91,2024-09-30,DC_W,P3,578,57,0
91,2024-09-30,DC_W,P4,440,92,44
91,2024-09-30,DC_W,P5,330,93,13
91,2024-09-30,DC_C,P1,257,137,8
91,2024-09-30,DC_C,P2,369,119,1
91,2024-09-30,DC_C,P3,206,128,34
91,2024-09-30,DC_C,P4,576,76,5
91,2024-09-30,DC_C,P5,220,115,31
91,2024-09-30,DC_E,P1,536,152,10
91,2024-09-30,DC_E,P2,384,186,16
91,2024-09-30,DC_E,P3,399,193,36
91,2024-09-30,DC_E,P4,499,87,20
91,2024-09-30,DC_E,P5,232,140,5
92,2024-10-07,DC_W,P1,534,172,26
92,2024-10-07,DC_W,P2,256,53,39
92,2024-10-07,DC_W,P3,440,156,15
92,2024-10-07,DC_W,P4,403,162,23
92,2024-10-07,DC_W,P5,440,168,10
92,2024-10-07,DC_C,P1,226,129,3
92,2024-10-07,DC_C,P2,506,157,44
92,2024-10-07,DC_C,P3,455,60,12
92,2024-10-07,DC_C,P4,523,75,34
92,2024-10-07,DC_C,P5,512,99,16
92,2024-10-07,DC_E,P1,423,179,11
92,2024-10-07,DC_E,P2,576,139,49
92,2024-10-07,DC_E,P3,235,68,41
92,2024-10-07,DC_E,P4,545,116,35
92,2024-10-07,DC_E,P5,547,56,28
93,2024-10-14,DC_W,P1,541,109,15
93,2024-10-14,DC_W,P2,518,100,0
93,2024-10-14,DC_W,P3,583,138,40
93,2024-10-14,DC_W,P4,530,59,8
93,2024-10-14,DC_W,P5,324,98,32
93,2024-10-14,DC_C,P1,449,124,10
93,2024-10-14,DC_C,P2,352,131,23
93,2024-10-14,DC_C,P3,250,147,3
93,2024-10-14,DC_C,P4,351,156,1
93,2024-10-14,DC_C,P5,427,100,0
93,2024-10-14,DC_E,P1,276,191,26
93,2024-10-14,DC_E,P2,598,128,27
93,2024-10-14,DC_E,P3,356,96,12
93,2024-10-14,DC_E,P4,337,118,9
93,2024-10-14,DC_E,P5,289,90,22
94,2024-10-21,DC_W,P1,461,178,14
94,2024-10-21,DC_W,P2,273,106,44
94,2024-10-21,DC_W,P3,203,151,23
94,2024-10-21,DC_W,P4,264,98,11
94,2024-10-21,DC_W,P5,551,122,28
94,2024-10-21,DC_C,P1,437,145,24
94,2024-10-21,DC_C,P2,207,100,9
94,2024-10-21,DC_C,P3,472,58,28
94,2024-10-21,DC_C,P4,284,192,16
94,2024-10-21,DC_C,P5,330,188,20
94,2024-10-21,DC_E,P1,585,53,15
94,2024-10-21,DC_E,P2,466,183,12
94,2024-10-21,DC_E,P3,572,139,40
94,2024-10-21,DC_E,P4,358,81,45
94,2024-10-21,DC_E,P5,573,124,0
95,2024-10-28,DC_W,P1,243,135,1
95,2024-10-28,DC_W,P2,358,95,35
95,2024-10-28,DC_W,P3,222,123,28
95,2024-10-28,DC_W,P4,446,110,15
95,2024-10-28,DC_W,P5,472,177,34
95,2024-10-28,DC_C,P1,572,157,38
95,2024-10-28,DC_C,P2,267,112,24
95,2024-10-28,DC_C,P3,302,129,14
95,2024-10-28,DC_C,P4,475,120,22
95,2024-10-28,DC_C,P5,593,108,18
95,2024-10-28,DC_E,P1,327,184,24
95,2024-10-28,DC_E,P2,440,77,27
95,2024-10-28,DC_E,P3,309,159,41
95,2024-10-28,DC_E,P4,485,159,25
95,2024-10-28,DC_E,P5,484,113,32
96,2024-11-04,DC_W,P1,303,60,20
96,2024-11-04,DC_W,P2,384,88,36
96,2024-11-04,DC_W,P3,229,83,37
96,2024-11-04,DC_W,P4,374,155,28
96,2024-11-04,DC_W,P5,580,139,0
96,2024-11-04,DC_C,P1,341,71,46
96,2024-11-04,DC_C,P2,241,108,11
96,2024-11-04,DC_C,P3,538,96,49
96,2024-11-04,DC_C,P4,215,69,11
96,2024-11-04,DC_C,P5,524,181,3
96,2024-11-04,DC_E,P1,212,161,6
96,2024-11-04,DC_E,P2,253,53,2
96,2024-11-04,DC_E,P3,305,59,18
96,2024-11-04,DC_E,P4,533,98,36
96,2024-11-04,DC_E,P5,237,148,15
97,2024-11-11,DC_W,P1,499,70,44
97,2024-11-11,DC_W,P2,297,102,47
97,2024-11-11,DC_W,P3,431,104,47
97,2024-11-11,DC_W,P4,331,64,49
97,2024-11-11,DC_W,P5,307,177,8
97,2024-11-11,DC_C,P1,492,128,49
97,2024-11-11,DC_C,P2,421,53,30
97,2024-11-11,DC_C,P3,258,169,42
97,2024-11-11,DC_C,P4,392,167,7
97,2024-11-11,DC_C,P5,396,109,30
97,2024-11-11,DC_E,P1,217,162,3
97,2024-11-11,DC_E,P2,462,52,41
97,2024-11-11,DC_E,P3,269,127,13
97,2024-11-11,DC_E,P4,489,98,36
97,2024-11-11,DC_E,P5,313,162,1
98,2024-11-18,DC_W,P1,313,124,2
98,2024-11-18,DC_W,P2,274,190,48
98,2024-11-18,DC_W,P3,495,87,13
98,2024-11-18,DC_W,P4,458,67,47
98,2024-11-18,DC_W,P5,289,199,24
98,2024-11-18,DC_C,P1,508,50,44
98,2024-11-18,DC_C,P2,308,150,40
98,2024-11-18,DC_C,P3,265,116,24
98,2024-11-18,DC_C,P4,324,122,15
98,2024-11-18,DC_C,P5,344,150,31
98,2024-11-18,DC_E,P1,292,184,43
98,2024-11-18,DC_E,P2,403,114,18
98,2024-11-18,DC_E,P3,482,150,9
98,2024-11-18,DC_E,P4,468,87,0
98,2024-11-18,DC_E,P5,479,146,20
99,2024-11-25,DC_W,P1,410,192,29
99,2024-11-25,DC_W,P2,463,59,8
99,2024-11-25,DC_W,P3,320,130,38
99,2024-11-25,DC_W,P4,328,103,12
99,2024-11-25,DC_W,P5,301,192,31
99,2024-11-25,DC_C,P1,262,158,36
99,2024-11-25,DC_C,P2,466,70,20
99,2024-11-25,DC_C,P3,242,172,32
99,2024-11-25,DC_C,P4,402,101,9
99,2024-11-25,DC_C,P5,242,195,9
99,2024-11-25,DC_E,P1,223,194,27
99,2024-11-25,DC_E,P2,518,56,28
99,2024-11-25,DC_E,P3,359,165,1
99,2024-11-25,DC_E,P4,360,169,26
99,2024-11-25,DC_E,P5,420,64,6
100,2024-12-02,DC_W,P1,470,151,48
100,2024-12-02,DC_W,P2,484,123,42
100,2024-12-02,DC_W,P3,241,117,14
100,2024-12-02,DC_W,P4,241,164,25
100,2024-12-02,DC_W,P5,422,111,23
100,2024-12-02,DC_C,P1,246,150,21
100,2024-12-02,DC_C,P2,526,79,10
100,2024-12-02,DC_C,P3,458,176,23
100,2024-12-02,DC_C,P4,490,199,49
100,2024-12-02,DC_C,P5,497,160,12
100,2024-12-02,DC_E,P1,533,110,48
100,2024-12-02,DC_E,P2,232,115,27
100,2024-12-02,DC_E,P3,362,81,29
100,2024-12-02,DC_E,P4,502,146,11
100,2024-12-02,DC_E,P5,492,88,8
101,2024-12-09,DC_W,P1,476,176,24
101,2024-12-09,DC_W,P2,412,95,24
101,2024-12-09,DC_W,P3,252,193,40
101,2024-12-09,DC_W,P4,467,130,39
101,2024-12-09,DC_W,P5,397,94,8
101,2024-12-09,DC_C,P1,459,189,7
101,2024-12-09,DC_C,P2,272,115,40
101,2024-12-09,DC_C,P3,317,88,30
101,2024-12-09,DC_C,P4,414,59,4
101,2024-12-09,DC_C,P5,457,119,48
101,2024-12-09,DC_E,P1,471,51,24
101,2024-12-09,DC_E,P2,365,66,46
101,2024-12-09,DC_E,P3,522,84,12
101,2024-12-09,DC_E,P4,212,94,29
101,2024-12-09,DC_E,P5,368,195,2
102,2024-12-16,DC_W,P1,436,178,24
102,2024-12-16,DC_W,P2,201,86,16
102,2024-12-16,DC_W,P3,586,186,47
102,2024-12-16,DC_W,P4,530,102,45
102,2024-12-16,DC_W,P5,592,102,13
102,2024-12-16,DC_C,P1,418,78,1
102,2024-12-16,DC_C,P2,578,188,8
102,2024-12-16,DC_C,P3,363,174,33
102,2024-12-16,DC_C,P4,357,161,44
102,2024-12-16,DC_C,P5,570,106,8
102,2024-12-16,DC_E,P1,565,63,36
102,2024-12-16,DC_E,P2,256,108,20
102,2024-12-16,DC_E,P3,263,188,0
102,2024-12-16,DC_E,P4,557,182,15
102,2024-12-16,DC_E,P5,481,87,37
103,2024-12-23,DC_W,P1,424,95,20
103,2024-12-23,DC_W,P2,475,185,6
103,2024-12-23,DC_W,P3,428,88,40
103,2024-12-23,DC_W,P4,228,153,8
103,2024-12-23,DC_W,P5,438,175,37
103,2024-12-23,DC_C,P1,501,127,44
103,2024-12-23,DC_C,P2,435,187,27
103,2024-12-23,DC_C,P3,402,83,27
103,2024-12-23,DC_C,P4,256,180,33
103,2024-12-23,DC_C,P5,597,63,12
103,2024-12-23,DC_E,P1,550,109,23
103,2024-12-23,DC_E,P2,544,128,9
103,2024-12-23,DC_E,P3,556,54,44
103,2024-12-23,DC_E,P4,220,149,3
103,2024-12-23,DC_E,P5,482,55,42
104,2024-12-30,DC_W,P1,386,64,35
104,2024-12-30,DC_W,P2,395,78,0
104,2024-12-30,DC_W,P3,367,62,4
104,2024-12-30,DC_W,P4,306,144,26
104,2024-12-30,DC_W,P5,227,195,44
104,2024-12-30,DC_C,P1,303,68,47
104,2024-12-30,DC_C,P2,384,96,24
104,2024-12-30,DC_C,P3,509,75,38
104,2024-12-30,DC_C,P4,499,130,43
104,2024-12-30,DC_C,P5,252,139,22
104,2024-12-30,DC_E,P1,368,87,18
104,2024-12-30,DC_E,P2,243,87,13
104,2024-12-30,DC_E,P3,488,57,32
104,2024-12-30,DC_E,P4,288,62,15
104,2024-12-30,DC_E,P5,289,132,17
105,2025-01-06,DC_W,P1,586,194,22
105,2025-01-06,DC_W,P2,518,51,27
105,2025-01-06,DC_W,P3,497,82,3
105,2025-01-06,DC_W,P4,262,116,25
105,2025-01-06,DC_W,P5,352,115,23
105,2025-01-06,DC_C,P1,507,65,38
105,2025-01-06,DC_C,P2,475,161,36
105,2025-01-06,DC_C,P3,388,81,26
105,2025-01-06,DC_C,P4,583,138,0
105,2025-01-06,DC_C,P5,223,198,3
105,2025-01-06,DC_E,P1,218,102,48
105,2025-01-06,DC_E,P2,327,111,31
105,2025-01-06,DC_E,P3,209,184,25
105,2025-01-06,DC_E,P4,386,179,47
105,2025-01-06,DC_E,P5,369,75,40
106,2025-01-13,DC_W,P1,361,190,47
106,2025-01-13,DC_W,P2,245,193,18
106,2025-01-13,DC_W,P3,458,55,44
106,2025-01-13,DC_W,P4,456,146,45
106,2025-01-13,DC_W,P5,403,111,43
106,2025-01-13,DC_C,P1,496,192,47
106,2025-01-13,DC_C,P2,352,117,12
106,2025-01-13,DC_C,P3,464,104,39
106,2025-01-13,DC_C,P4,248,67,10
106,2025-01-13,DC_C,P5,233,143,7
106,2025-01-13,DC_E,P1,263,52,39
106,2025-01-13,DC_E,P2,524,74,36
106,2025-01-13,DC_E,P3,373,85,31
106,2025-01-13,DC_E,P4,271,163,2
106,2025-01-13,DC_E,P5,583,60,28
107,2025-01-20,DC_W,P1,560,51,24
107,2025-01-20,DC_W,P2,340,137,11
107,2025-01-20,DC_W,P3,225,143,20
107,2025-01-20,DC_W,P4,448,81,16
107,2025-01-20,DC_W,P5,424,138,18
107,2025-01-20,DC_C,P1,312,91,8
107,2025-01-20,DC_C,P2,330,79,31
107,2025-01-20,DC_C,P3,427,107,16
107,2025-01-20,DC_C,P4,295,130,45
107,2025-01-20,DC_C,P5,474,161,41
107,2025-01-20,DC_E,P1,340,59,31
107,2025-01-20,DC_E,P2,275,135,36
107,2025-01-20,DC_E,P3,513,95,25
107,2025-01-20,DC_E,P4,448,172,38
107,2025-01-20,DC_E,P5,595,51,21
108,2025-01-27,DC_W,P1,302,67,45
108,2025-01-27,DC_W,P2,599,77,1
108,2025-01-27,DC_W,P3,310,175,14
108,2025-01-27,DC_W,P4,222,57,21
108,2025-01-27,DC_W,P5,572,92,21
108,2025-01-27,DC_C,P1,240,124,34
108,2025-01-27,DC_C,P2,308,94,42
108,2025-01-27,DC_C,P3,204,145,19
108,2025-01-27,DC_C,P4,319,148,41
108,2025-01-27,DC_C,P5,423,54,23
108,2025-01-27,DC_E,P1,385,131,33
108,2025-01-27,DC_E,P2,207,125,29
108,2025-01-27,DC_E,P3,337,150,11
108,2025-01-27,DC_E,P4,326,194,17
108,2025-01-27,DC_E,P5,338,139,48
109,2025-02-03,DC_W,P1,593,136,0
109,2025-02-03,DC_W,P2,560,135,18
109,2025-02-03,DC_W,P3,531,109,1
109,2025-02-03,DC_W,P4,528,131,16
109,2025-02-03,DC_W,P5,300,139,10
109,2025-02-03,DC_C,P1,329,145,44
109,2025-02-03,DC_C,P2,413,163,38
109,2025-02-03,DC_C,P3,465,86,43
109,2025-02-03,DC_C,P4,374,56,12
109,2025-02-03,DC_C,P5,506,60,7
109,2025-02-03,DC_E,P1,477,183,31
109,2025-02-03,DC_E,P2,288,58,30
109,2025-02-03,DC_E,P3,218,141,11
109,2025-02-03,DC_E,P4,561,121,11
109,2025-02-03,DC_E,P5,541,88,15
110,2025-02-10,DC_W,P1,533,96,20
110,2025-02-10,DC_W,P2,339,67,1
110,2025-02-10,DC_W,P3,489,146,14
110,2025-02-10,DC_W,P4,318,191,49
110,2025-02-10,DC_W,P5,389,170,36
110,2025-02-10,DC_C,P1,318,58,7
110,2025-02-10,DC_C,P2,535,159,33
110,2025-02-10,DC_C,P3,252,145,38
110,2025-02-10,DC_C,P4,544,51,34
110,2025-02-10,DC_C,P5,207,156,31
110,2025-02-10,DC_E,P1,259,164,3
110,2025-02-10,DC_E,P2,530,89,34
110,2025-02-10,DC_E,P3,569,100,25
110,2025-02-10,DC_E,P4,385,73,29
110,2025-02-10,DC_E,P5,497,187,42
111,2025-02-17,DC_W,P1,404,157,40
111,2025-02-17,DC_W,P2,397,67,21
111,2025-02-17,DC_W,P3,536,139,36
111,2025-02-17,DC_W,P4,274,194,20
111,2025-02-17,DC_W,P5,461,52,6
111,2025-02-17,DC_C,P1,512,195,16
111,2025-02-17,DC_C,P2,214,104,0
111,2025-02-17,DC_C,P3,276,162,46
111,2025-02-17,DC_C,P4,234,133,12
111,2025-02-17,DC_C,P5,255,82,28
111,2025-02-17,DC_E,P1,226,115,6
111,2025-02-17,DC_E,P2,309,78,44
111,2025-02-17,DC_E,P3,483,180,19
111,2025-02-17,DC_E,P4,325,107,0
111,2025-02-17,DC_E,P5,489,102,15
112,2025-02-24,DC_W,P1,439,115,49
112,2025-02-24,DC_W,P2,342,142,15
112,2025-02-24,DC_W,P3,596,116,31
112,2025-02-24,DC_W,P4,250,159,13
112,2025-02-24,DC_W,P5,379,182,48
112,2025-02-24,DC_C,P1,369,175,2
112,2025-02-24,DC_C,P2,539,144,24
112,2025-02-24,DC_C,P3,555,176,14
112,2025-02-24,DC_C,P4,516,64,41
112,2025-02-24,DC_C,P5,470,63,34
112,2025-02-24,DC_E,P1,432,139,14
112,2025-02-24,DC_E,P2,306,164,12
112,2025-02-24,DC_E,P3,378,154,3
112,2025-02-24,DC_E,P4,437,138,34
112,2025-02-24,DC_E,P5,347,117,16
113,2025-03-03,DC_W,P1,523,69,48
113,2025-03-03,DC_W,P2,453,183,21
113,2025-03-03,DC_W,P3,332,185,4
113,2025-03-03,DC_W,P4,246,94,47
113,2025-03-03,DC_W,P5,453,133,35
113,2025-03-03,DC_C,P1,366,163,19
113,2025-03-03,DC_C,P2,530,90,13
113,2025-03-03,DC_C,P3,408,114,32
113,2025-03-03,DC_C,P4,345,84,23
113,2025-03-03,DC_C,P5,424,71,27
113,2025-03-03,DC_E,P1,327,108,13
113,2025-03-03,DC_E,P2,572,152,13
113,2025-03-03,DC_E,P3,458,177,20
113,2025-03-03,DC_E,P4,531,73,41
113,2025-03-03,DC_E,P5,416,83,20
114,2025-03-10,DC_W,P1,595,167,28
114,2025-03-10,DC_W,P2,246,112,13
114,2025-03-10,DC_W,P3,228,131,44
114,2025-03-10,DC_W,P4,470,87,28
114,2025-03-10,DC_W,P5,577,158,34
114,2025-03-10,DC_C,P1,587,169,6
114,2025-03-10,DC_C,P2,339,194,24
114,2025-03-10,DC_C,P3,244,118,34
114,2025-03-10,DC_C,P4,599,98,25
114,2025-03-10,DC_C,P5,551,103,5
114,2025-03-10,DC_E,P1,579,123,25
114,2025-03-10,DC_E,P2,448,50,46
114,2025-03-10,DC_E,P3,344,109,8
114,2025-03-10,DC_E,P4,351,170,39
114,2025-03-10,DC_E,P5,574,110,35
115,2025-03-17,DC_W,P1,402,170,35
115,2025-03-17,DC_W,P2,347,100,12
115,2025-03-17,DC_W,P3,430,194,10
115,2025-03-17,DC_W,P4,238,67,39
115,2025-03-17,DC_W,P5,340,83,17
115,2025-03-17,DC_C,P1,458,132,37
115,2025-03-17,DC_C,P2,335,117,5
115,2025-03-17,DC_C,P3,229,119,15
115,2025-03-17,DC_C,P4,445,56,6
115,2025-03-17,DC_C,P5,546,134,35
115,2025-03-17,DC_E,P1,536,119,38
115,2025-03-17,DC_E,P2,409,83,16
115,2025-03-17,DC_E,P3,396,97,16
115,2025-03-17,DC_E,P4,334,68,4
115,2025-03-17,DC_E,P5,218,66,17
116,2025-03-24,DC_W,P1,437,78,44
116,2025-03-24,DC_W,P2,523,128,36
116,2025-03-24,DC_W,P3,346,55,45
116,2025-03-24,DC_W,P4,251,192,28
116,2025-03-24,DC_W,P5,322,124,25
116,2025-03-24,DC_C,P1,209,103,36
116,2025-03-24,DC_C,P2,404,86,16
116,2025-03-24,DC_C,P3,545,128,26
116,2025-03-24,DC_C,P4,584,98,23
116,2025-03-24,DC_C,P5,524,163,13
116,2025-03-24,DC_E,P1,260,155,12
116,2025-03-24,DC_E,P2,569,69,15
116,2025-03-24,DC_E,P3,221,155,44
116,2025-03-24,DC_E,P4,454,190,6
116,2025-03-24,DC_E,P5,235,175,42
117,2025-03-31,DC_W,P1,532,169,18
117,2025-03-31,DC_W,P2,286,189,15
117,2025-03-31,DC_W,P3,359,154,14
117,2025-03-31,DC_W,P4,527,60,39
117,2025-03-31,DC_W,P5,440,135,22
117,2025-03-31,DC_C,P1,310,119,22
117,2025-03-31,DC_C,P2,433,92,3
117,2025-03-31,DC_C,P3,258,154,1
117,2025-03-31,DC_C,P4,542,154,38
117,2025-03-31,DC_C,P5,534,68,41
117,2025-03-31,DC_E,P1,401,182,44
117,2025-03-31,DC_E,P2,209,107,26
117,2025-03-31,DC_E,P3,471,92,12
117,2025-03-31,DC_E,P4,352,125,47
117,2025-03-31,DC_E,P5,504,114,2
118,2025-04-07,DC_W,P1,267,118,40
118,2025-04-07,DC_W,P2,352,130,44
118,2025-04-07,DC_W,P3,565,82,2
118,2025-04-07,DC_W,P4,322,154,47
118,2025-04-07,DC_W,P5,230,54,44
118,2025-04-07,DC_C,P1,499,198,19
118,2025-04-07,DC_C,P2,366,75,5
118,2025-04-07,DC_C,P3,431,104,4
118,2025-04-07,DC_C,P4,554,79,37
118,2025-04-07,DC_C,P5,312,171,5
118,2025-04-07,DC_E,P1,502,64,22
118,2025-04-07,DC_E,P2,493,75,14
118,2025-04-07,DC_E,P3,545,182,2
118,2025-04-07,DC_E,P4,267,67,8
118,2025-04-07,DC_E,P5,588,132,23
119,2025-04-14,DC_W,P1,593,133,33
119,2025-04-14,DC_W,P2,333,107,29
119,2025-04-14,DC_W,P3,227,88,9
119,2025-04-14,DC_W,P4,206,130,28
119,2025-04-14,DC_W,P5,353,90,32
119,2025-04-14,DC_C,P1,253,127,38
119,2025-04-14,DC_C,P2,265,162,38
119,2025-04-14,DC_C,P3,223,52,48
119,2025-04-14,DC_C,P4,277,173,28
119,2025-04-14,DC_C,P5,305,69,24
119,2025-04-14,DC_E,P1,362,154,45
119,2025-04-14,DC_E,P2,522,91,43
119,2025-04-14,DC_E,P3,533,189,22
119,2025-04-14,DC_E,P4,507,138,15
119,2025-04-14,DC_E,P5,597,55,8
120,2025-04-21,DC_W,P1,557,59,44
120,2025-04-21,DC_W,P2,486,55,21
120,2025-04-21,DC_W,P3,501,137,46
120,2025-04-21,DC_W,P4,547,99,4
120,2025-04-21,DC_W,P5,577,127,3
120,2025-04-21,DC_C,P1,526,180,31
120,2025-04-21,DC_C,P2,379,149,35
120,2025-04-21,DC_C,P3,557,193,25
120,2025-04-21,DC_C,P4,519,194,7
120,2025-04-21,DC_C,P5,207,180,9
120,2025-04-21,DC_E,P1,216,74,19
120,2025-04-21,DC_E,P2,287,95,48
120,2025-04-21,DC_E,P3,481,156,4
120,2025-04-21,DC_E,P4,492,160,32
120,2025-04-21,DC_E,P5,291,113,42
121,2025-04-28,DC_W,P1,468,159,29
121,2025-04-28,DC_W,P2,379,163,3
121,2025-04-28,DC_W,P3,469,199,39
121,2025-04-28,DC_W,P4,316,91,33
121,2025-04-28,DC_W,P5,558,136,26
